job_id,company_id,title,location,salary_min,salary_max,employment_type,description,posted_date,is_active
9133,63,"Senior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)","Richmond, VA",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSenior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)

Our mission at Capital One is to create trustworthy, reliable and human-in-the-loop AI systems, changing banking for good. For years, Capital One has been leading the industry in using machine learning to create real-time, intelligent, automated customer experiences. From informing customers about unusual charges to answering their qu",2024-04-12,true
9134,1779,Vehicle Movement Specialist (Day Shift),"Aliso Viejo, CA",,,Full-time,"What To Expect
The Tesla Collision Repair Program is looking for a Vehicle Movement Specialist to work on one of the most progressive vehicle brands in the world. The Vehicle Movement Specialist is a key contributor to the Tesla experience by coordinating the receipt of incoming new and used vehicle inventory. This position is responsible for lot management, movement of vehicles between Tesla locations and vehicle readiness for customer delivery. Candidates must have a high level of accountabili",2024-04-12,true
9135,394,Electrical Supervisor,"Florence, CO",,,Full-time,"Requisition ID: 5539

Location:

Florence, CO, US, 81226

Pay Type: Salary

Estimated Annual Salary Range: $93,000 - $101,000

Travel Requirement: <10%

ARE YOU READY TO BUILD PROGRESS WITH US? 

Driven by our purpose: Building progress for people and the planet. We are transforming to become the global leader in innovative and sustainable building solutions. Holcim is enabling greener cities, smarter infrastructure and improving living standards around the world. With sustainability at the core",2024-04-12,true
9136,1830,"Registered Nurse, Infection Prevention","Canton, GA",,,Full-time,"2024-62771

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

Works collaboratively within the Northside Hospital System and with other departments to develop, implement, and evaluate unit specific and hospital- wide surveillanc",2024-04-12,true
9137,1830,HRIS Senior Applications Analyst,"Atlanta, GA",,,Full-time,"2024-62667

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

The HRIS Senior Applications Analyst uses technical and project management skills to design, implement, enhance and maintain systems, tools and applications related t",2024-04-12,true
9138,1830,Front Office Assistant PRN - Midtown Medical Associates,"Atlanta, GA",,,Full-time,"2024-61352

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

Performs a variety of administrative, secretarial and clerical duties, which directly support patient care and practice personnel in the overall operation of the prac",2024-04-12,true
9139,1830,Physical Therapist (Acute),"Cumming, GA",,,Full-time,"2023-54655

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

Why choose Northside and its Rehabilitation Team?

Northside supports our employees’ professional and personal growth.Offers advanced certification and specialty trai",2024-04-12,true
9140,125,Sr. Java Developer,"Burlington, MA",,,Full-time,"Who We Are Looking For

A senior level software engineer with capabilities in core Java technologies, SQL, and Agile methodology in a multi-threaded environment.

Why This Role Is Important To Us

The team you will be joining is a part of Charles River Development (or CRD), that became a part of State Street in 2018. CRD helps create enterprise investment management software solutions for large institutions in the areas of institutional investment, wealth management and hedge funds. Together we ",2024-04-12,true
9141,48,Clinical Operations Business Analyst,"Indianapolis, IN",,,Full-time,"Experience in Clinical Vault applications especially with Veeva Vault ClinicalUnderstanding of clinical data (Study, Site Location, Clinical personnel etc.) standardization, and reporting perspective. Understanding of Vault Loader, updating and creating records / documents using Vault Loader.ITIL processes and Service Management using Service NowGood understanding of SDLC",2024-04-12,true
9142,48,Software Developer,"Austin, TX",,,Full-time,"Technical/Functional Skills

Python, Java, SQL, UNIX/Linux, FastAPI, VueJS, BootstrapVue, CPU, GPU knowledge, Knowledge of hardware architecture, networking protocols, OS knowledge

Experience Required

 Extensive software development experience in Python, Java, SQL, UNIX/Linux, FastAPI, VueJS, BootstrapVue, containerized microservices, CI/CD pipelines Web application development, Uvicorn, Tomcat, JBoss or WebSphere. Strong understanding of computer architecture systems and concepts, including C",2024-04-12,true
9143,431,Branch Office Administrator,"Boulder, CO",24.0,28.0,Full-time,"Would you call yourself a relationship builder, a problem solver or a critical thinker? If you answered yes, we need you on our team.

At Edward Jones, we are very intentional in calling our field associates branch teams. Most of our teams are two or three people, and in a Branch Office Support Professional role, you are a critical member of that team along with the financial advisor. You are the first voice a client hears when they call on the phone - the first face they see when they walk in t",2024-04-12,true
